,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date,CRSDepHour,CRSArrHour
2410,ORD,DSM,299.0,4,28,12,Winter,2023-07-17 17:40:00,1060,Afternoon,75.0,1855,MQ,11,2,13,14,1,1,-2.0,-9.0,On-time,2006-12-28,17,18
2411,SJU,ATL,1547.0,5,17,3,Spring,2023-07-17 16:17:00,977,Afternoon,251.0,1928,DL,2,5,7,11,1,3,21.0,-3.0,On-time,2006-03-17,16,19
2412,FAT,LAX,209.0,5,4,8,Summer,2023-07-17 09:00:00,540,Morning,75.0,1015,MQ,2,4,6,17,1,1,-3.0,22.0,Moderately delayed,2006-08-04,9,10
2413,BOS,FLL,1237.0,4,27,4,Spring,2023-07-17 07:00:00,420,Morning,198.0,1018,US,6,3,9,20,2,1,-4.0,4.0,Slightly delayed,2006-04-27,7,10
2414,GRR,ATL,640.0,5,7,7,Summer,2023-07-17 17:30:00,1050,Afternoon,127.0,1937,EV,3,5,8,13,1,3,0.0,-17.0,On-time,2006-07-07,17,19
2415,ORD,MSP,334.0,1,23,10,Autumn,2023-07-17 09:50:00,590,Morning,85.0,1115,AA,11,4,15,15,3,1,-3.0,-5.0,On-time,2006-10-23,9,11
2416,SFO,EWR,2565.0,6,29,7,Summer,2023-07-17 12:50:00,770,Afternoon,335.0,2125,CO,4,3,7,10,2,1,22.0,3.0,Slightly delayed,2006-07-29,12,21
2417,TUS,LAS,365.0,5,28,7,Summer,2023-07-17 12:50:00,770,Afternoon,75.0,1405,WN,3,4,7,13,1,1,2.0,-3.0,On-time,2006-07-28,12,14
2418,PBI,HPN,1057.0,1,31,7,Summer,2023-07-17 10:17:00,617,Morning,165.0,1302,FL,3,2,5,12,2,1,-2.0,-3.0,On-time,2006-07-31,10,13
2419,SFO,MSP,1589.0,5,3,2,Winter,2023-07-17 00:45:00,45,Night,204.0,0609,NW,4,4,8,13,1,3,-6.0,3.0,Slightly delayed,2006-02-03,0,6
2420,MSP,IAH,1034.0,1,25,12,Winter,2023-07-17 10:20:00,620,Morning,185.0,1325,CO,4,5,9,18,1,1,-6.0,-20.0,On-time,2006-12-25,10,13
2421,LAS,SMF,397.0,7,22,10,Autumn,2023-07-17 16:10:00,970,Afternoon,96.0,1746,US,4,2,6,17,2,1,-2.0,-2.0,On-time,2006-10-22,16,17
2422,IAH,SFO,1635.0,6,22,4,Spring,2023-07-17 14:40:00,880,Afternoon,256.0,1656,CO,5,4,9,15,2,2,6.0,0.0,On-time,2006-04-22,14,16
2423,BOI,IAH,1482.0,7,27,8,Summer,2023-07-17 12:45:00,765,Afternoon,215.0,1720,XE,3,5,8,11,1,3,-7.0,-19.0,On-time,2006-08-27,12,17
2424,MCI,TPA,1048.0,4,27,7,Summer,2023-07-17 06:55:00,415,Morning,155.0,1030,WN,3,3,6,14,2,1,-1.0,-12.0,On-time,2006-07-27,6,10
2425,FLL,CLT,631.0,6,22,7,Summer,2023-07-17 08:15:00,495,Morning,114.0,1009,US,3,4,7,15,1,1,43.0,31.0,Moderately delayed,2006-07-22,8,10
2426,MSP,ATL,906.0,2,11,7,Summer,2023-07-17 12:59:00,779,Afternoon,159.0,1638,NW,4,5,9,19,1,4,-2.0,0.0,On-time,2006-07-11,12,16
2427,PHX,SAN,304.0,7,7,5,Spring,2023-07-17 10:15:00,615,Morning,70.0,1125,WN,3,1,4,11,1,1,19.0,7.0,Slightly delayed,2006-05-07,10,11
2428,PHX,RNO,601.0,1,25,12,Winter,2023-07-17 10:25:00,625,Morning,115.0,1120,WN,3,3,6,18,4,1,17.0,4.0,Slightly delayed,2006-12-25,10,11
2429,DCA,LGA,214.0,7,26,2,Winter,2023-07-17 14:00:00,840,Afternoon,69.0,1509,US,3,3,6,13,1,1,-2.0,13.0,Slightly delayed,2006-02-26,14,15
2430,CAK,TPA,894.0,3,10,5,Spring,2023-07-17 10:33:00,633,Morning,141.0,1254,FL,3,3,6,7,1,1,-2.0,-17.0,On-time,2006-05-10,10,12
2431,HOU,OKC,419.0,4,28,9,Autumn,2023-07-17 16:55:00,1015,Afternoon,75.0,1810,WN,4,4,8,13,1,1,1.0,-3.0,On-time,2006-09-28,16,18
2432,BOS,BWI,370.0,4,5,10,Autumn,2023-07-17 08:55:00,535,Morning,95.0,1030,MQ,6,4,10,11,2,1,-1.0,-11.0,On-time,2006-10-05,8,10
2433,CLT,EWR,529.0,4,29,6,Summer,2023-07-17 14:17:00,857,Afternoon,118.0,1615,XE,4,3,7,13,2,1,0.0,-22.0,On-time,2006-06-29,14,16
2434,LGA,BOS,185.0,1,23,1,Winter,2023-07-17 16:30:00,990,Afternoon,66.0,1736,DL,3,6,9,8,1,1,-1.0,-7.0,On-time,2006-01-23,16,17
2435,LAX,SJC,308.0,2,27,6,Summer,2023-07-17 18:25:00,1105,Evening,60.0,1925,WN,4,3,7,15,1,1,96.0,91.0,Excessively delayed,2006-06-27,18,19
2436,MSP,RSW,1416.0,3,22,2,Winter,2023-07-17 07:35:00,455,Morning,206.0,1201,NW,4,1,5,20,2,2,-6.0,-8.0,On-time,2006-02-22,7,12
2437,ATL,IND,432.0,2,1,8,Summer,2023-07-17 16:42:00,1002,Afternoon,91.0,1813,DL,5,3,8,16,2,1,-1.0,-7.0,On-time,2006-08-01,16,18
2438,MSY,TPA,487.0,1,30,10,Autumn,2023-07-17 08:35:00,515,Morning,80.0,1055,WN,3,3,6,10,1,1,1.0,1.0,Slightly delayed,2006-10-30,8,10
2439,MDW,DTW,229.0,5,8,12,Winter,2023-07-17 16:10:00,970,Afternoon,60.0,1810,WN,5,6,11,16,1,2,16.0,22.0,Moderately delayed,2006-12-08,16,18
2440,SAN,OAK,446.0,4,23,3,Spring,2023-07-17 12:30:00,750,Afternoon,90.0,1400,WN,1,4,5,11,1,1,5.0,-5.0,On-time,2006-03-23,12,14
2441,ATL,CLT,227.0,2,11,7,Summer,2023-07-17 17:44:00,1064,Afternoon,71.0,1855,FL,5,4,9,19,4,3,-4.0,10.0,Slightly delayed,2006-07-11,17,18
2442,LGB,SMF,387.0,2,10,10,Autumn,2023-07-17 17:05:00,1025,Afternoon,85.0,1830,B6,5,2,7,14,1,1,22.0,13.0,Slightly delayed,2006-10-10,17,18
2443,MCO,MHT,1142.0,1,13,3,Spring,2023-07-17 06:55:00,415,Morning,170.0,0945,WN,4,2,6,16,2,1,9.0,0.0,On-time,2006-03-13,6,9
2444,SEA,DFW,1660.0,5,7,7,Summer,2023-07-17 08:20:00,500,Morning,229.0,1409,AA,4,7,11,13,1,2,2.0,5.0,Slightly delayed,2006-07-07,8,14
2445,SAN,OAK,446.0,5,9,6,Summer,2023-07-17 20:20:00,1220,Evening,85.0,2145,WN,1,4,5,14,2,1,0.0,0.0,On-time,2006-06-09,20,21
2446,DEN,SJC,948.0,6,25,3,Spring,2023-07-17 21:15:00,1275,Evening,160.0,2255,F9,6,3,9,11,1,2,2.0,23.0,Moderately delayed,2006-03-25,21,22
2447,SAN,LAX,109.0,1,21,8,Summer,2023-07-17 13:30:00,810,Afternoon,39.0,1409,MQ,1,4,5,16,3,4,-3.0,-9.0,On-time,2006-08-21,13,14
2448,SFO,SEA,679.0,6,30,9,Autumn,2023-07-17 17:58:00,1078,Afternoon,120.0,1958,AS,4,4,8,13,2,1,-7.0,-7.0,On-time,2006-09-30,17,19
2449,MEM,ORD,491.0,7,5,3,Spring,2023-07-17 14:28:00,868,Afternoon,117.0,1625,OO,4,11,15,10,1,1,115.0,215.0,Excessively delayed,2006-03-05,14,16
2450,ATL,MDT,619.0,1,10,4,Spring,2023-07-17 15:00:00,900,Afternoon,112.0,1652,EV,5,1,6,23,5,1,0.0,0.0,On-time,2006-04-10,15,16
2451,SEA,CVG,1964.0,4,16,11,Autumn,2023-07-17 23:30:00,1410,Evening,256.0,0646,DL,4,4,8,14,1,1,7.0,-9.0,On-time,2006-11-16,23,6
2452,DEN,SLC,391.0,1,21,8,Summer,2023-07-17 11:30:00,690,Morning,80.0,1250,F9,6,4,10,16,2,1,40.0,39.0,Moderately delayed,2006-08-21,11,12
2453,LAX,JFK,2475.0,1,26,6,Summer,2023-07-17 22:10:00,1330,Evening,316.0,0626,UA,4,4,8,15,3,2,4.0,9.0,Slightly delayed,2006-06-26,22,6
2454,CLT,BOS,728.0,2,11,7,Summer,2023-07-17 19:35:00,1175,Evening,128.0,2143,US,4,6,10,19,3,4,-1.0,20.0,Moderately delayed,2006-07-11,19,21
2455,ORD,IAD,589.0,6,9,12,Winter,2023-07-17 10:55:00,655,Morning,105.0,1340,MQ,11,4,15,13,2,1,-4.0,-7.0,On-time,2006-12-09,10,13
2456,LAX,ATL,1946.0,7,19,11,Autumn,2023-07-17 14:45:00,885,Afternoon,252.0,2157,DL,4,5,9,8,1,1,23.0,26.0,Moderately delayed,2006-11-19,14,21
2457,ONT,SEA,956.0,5,15,12,Winter,2023-07-17 18:00:00,1080,Evening,163.0,2043,AS,2,4,6,9,2,2,110.0,116.0,Excessively delayed,2006-12-15,18,20
2458,DSM,PHX,1149.0,6,4,11,Autumn,2023-07-17 14:35:00,875,Afternoon,189.0,1644,YV,2,3,5,9,1,3,50.0,36.0,Moderately delayed,2006-11-04,14,16
2459,DSM,ORD,299.0,1,18,9,Autumn,2023-07-17 13:57:00,837,Afternoon,77.0,1514,UA,2,11,13,10,1,1,1.0,-6.0,On-time,2006-09-18,13,15
2460,DAY,CVG,64.0,3,19,7,Summer,2023-07-17 14:10:00,850,Afternoon,43.0,1453,OH,3,4,7,16,1,2,-8.0,-13.0,On-time,2006-07-19,14,14
2461,ATL,MCO,403.0,6,15,4,Spring,2023-07-17 12:14:00,734,Afternoon,83.0,1337,FL,5,4,9,11,2,1,0.0,1.0,Slightly delayed,2006-04-15,12,13
2462,MIA,ATL,595.0,1,20,3,Spring,2023-07-17 12:07:00,727,Afternoon,118.0,1405,AA,4,5,9,19,1,4,4.0,20.0,Moderately delayed,2006-03-20,12,14
2463,DCA,BOS,399.0,5,8,12,Winter,2023-07-17 07:00:00,420,Morning,95.0,0835,OH,3,6,9,16,1,1,-5.0,-9.0,On-time,2006-12-08,7,8
2464,ANC,SEA,1449.0,4,22,6,Summer,2023-07-17 12:43:00,763,Afternoon,203.0,1706,AS,3,4,7,16,1,1,14.0,23.0,Moderately delayed,2006-06-22,12,17
2465,SFO,DFW,1464.0,5,14,4,Spring,2023-07-17 09:48:00,588,Morning,197.0,1505,AA,4,7,11,12,1,1,-5.0,-18.0,On-time,2006-04-14,9,15
2466,DEN,BWI,1491.0,4,15,6,Summer,2023-07-17 13:01:00,781,Afternoon,199.0,1820,UA,6,4,10,19,1,2,13.0,18.0,Moderately delayed,2006-06-15,13,18
2467,FLL,ATL,581.0,6,18,3,Spring,2023-07-17 19:00:00,1140,Evening,124.0,2104,DL,3,5,8,8,1,2,-2.0,9.0,Slightly delayed,2006-03-18,19,21
2468,SEA,BOI,399.0,7,26,2,Winter,2023-07-17 10:10:00,610,Morning,76.0,1226,AS,4,3,7,13,1,1,-6.0,-5.0,On-time,2006-02-26,10,12
2469,MCO,LAX,2217.0,4,18,5,Spring,2023-07-17 19:20:00,1160,Evening,298.0,2118,UA,4,4,8,14,1,2,21.0,19.0,Moderately delayed,2006-05-18,19,21
2470,BOS,CLT,728.0,7,13,8,Summer,2023-07-17 11:00:00,660,Morning,129.0,1309,US,6,4,10,14,1,1,-3.0,-18.0,On-time,2006-08-13,11,13
2471,CVG,SDF,83.0,3,8,2,Winter,2023-07-17 16:45:00,1005,Afternoon,47.0,1732,OH,4,3,7,16,1,1,0.0,-7.0,On-time,2006-02-08,16,17
2472,BOS,PHL,280.0,5,29,9,Autumn,2023-07-17 05:30:00,330,Night,81.0,0651,US,6,4,10,16,1,1,-5.0,1.0,Slightly delayed,2006-09-29,5,6
2473,ATL,BNA,214.0,2,5,9,Autumn,2023-07-17 21:45:00,1305,Evening,68.0,2153,DL,5,4,9,7,2,1,6.0,11.0,Slightly delayed,2006-09-05,21,21
2474,TUS,PHX,110.0,2,13,6,Summer,2023-07-17 07:15:00,435,Morning,50.0,0805,YV,3,3,6,15,1,1,0.0,30.0,Moderately delayed,2006-06-13,7,8
2475,PHL,MIA,1013.0,5,3,3,Spring,2023-07-17 15:35:00,935,Afternoon,173.0,1828,US,4,4,8,15,1,1,20.0,21.0,Moderately delayed,2006-03-03,15,18
2476,SAN,ORD,1723.0,2,12,9,Autumn,2023-07-17 08:27:00,507,Morning,237.0,1424,UA,1,11,12,14,1,2,12.0,40.0,Moderately delayed,2006-09-12,8,14
2477,ATL,FNT,644.0,6,29,4,Spring,2023-07-17 23:05:00,1385,Evening,112.0,0057,FL,5,2,7,9,2,1,-5.0,-14.0,On-time,2006-04-29,23,0
2478,STL,ORD,258.0,7,14,5,Spring,2023-07-17 19:25:00,1165,Evening,69.0,2034,AA,4,11,15,16,1,3,-5.0,0.0,On-time,2006-05-14,19,20
2479,PHL,BDL,196.0,2,23,5,Spring,2023-07-17 16:15:00,975,Afternoon,65.0,1720,WN,4,3,7,11,1,2,-3.0,-10.0,On-time,2006-05-23,16,17
2480,LAS,LAX,236.0,6,25,11,Autumn,2023-07-17 13:25:00,805,Afternoon,70.0,1435,WN,4,4,8,9,1,1,1.0,-10.0,On-time,2006-11-25,13,14
2481,JFK,IAH,1417.0,4,31,8,Summer,2023-07-17 16:29:00,989,Afternoon,238.0,1927,CO,4,5,9,11,2,3,1.0,-4.0,On-time,2006-08-31,16,19
2482,MIA,CLT,650.0,2,27,6,Summer,2023-07-17 14:30:00,870,Afternoon,120.0,1630,US,4,4,8,15,1,1,34.0,139.0,Excessively delayed,2006-06-27,14,16
2483,DFW,PSP,1126.0,1,5,6,Summer,2023-07-17 10:33:00,633,Morning,178.0,1131,AA,7,2,9,9,2,1,3.0,-8.0,On-time,2006-06-05,10,11
2484,OKC,STL,462.0,6,10,6,Summer,2023-07-17 16:00:00,960,Afternoon,80.0,1720,WN,4,4,8,10,1,1,9.0,9.0,Slightly delayed,2006-06-10,16,17
2485,SEA,ANC,1449.0,4,23,11,Autumn,2023-07-17 18:20:00,1100,Evening,219.0,2059,AS,4,3,7,17,2,1,-2.0,25.0,Moderately delayed,2006-11-23,18,20
2486,MKE,DTW,238.0,7,6,8,Summer,2023-07-17 13:40:00,820,Afternoon,72.0,1552,NW,5,6,11,16,1,1,-10.0,-3.0,On-time,2006-08-06,13,15
2487,HNL,ITO,216.0,1,23,10,Autumn,2023-07-17 18:20:00,1100,Evening,51.0,1911,HA,6,2,8,15,2,1,-5.0,-6.0,On-time,2006-10-23,18,19
2488,ORD,EWR,719.0,2,4,7,Summer,2023-07-17 17:32:00,1052,Afternoon,139.0,2051,AA,11,3,14,17,4,1,23.0,124.0,Excessively delayed,2006-07-04,17,20
2489,ATL,MEM,332.0,2,7,3,Spring,2023-07-17 12:21:00,741,Afternoon,79.0,1240,FL,5,4,9,13,1,1,-10.0,-18.0,On-time,2006-03-07,12,12
2490,MCO,STL,880.0,3,18,1,Winter,2023-07-17 18:45:00,1125,Evening,150.0,2015,WN,4,4,8,9,2,1,0.0,-12.0,On-time,2006-01-18,18,20
2491,MIA,SDF,911.0,1,27,2,Winter,2023-07-17 13:26:00,806,Afternoon,161.0,1607,MQ,4,3,7,8,1,1,-1.0,9.0,Slightly delayed,2006-02-27,13,16
2492,PHX,MSP,1276.0,1,6,3,Spring,2023-07-17 14:18:00,858,Afternoon,189.0,1827,NW,3,4,7,17,2,1,0.0,-23.0,On-time,2006-03-06,14,18
2493,LIT,DAL,296.0,6,4,11,Autumn,2023-07-17 11:45:00,705,Morning,65.0,1250,WN,3,3,6,9,1,1,-1.0,-6.0,On-time,2006-11-04,11,12
2494,JFK,BOS,187.0,4,21,9,Autumn,2023-07-17 18:00:00,1080,Evening,88.0,1928,OH,4,6,10,14,1,2,70.0,91.0,Excessively delayed,2006-09-21,18,19
2495,SHV,DFW,190.0,5,13,10,Autumn,2023-07-17 08:25:00,505,Morning,80.0,0945,MQ,2,7,9,15,1,1,-2.0,-4.0,On-time,2006-10-13,8,9
2496,DEN,OAK,957.0,6,25,11,Autumn,2023-07-17 08:35:00,515,Morning,164.0,1019,UA,6,4,10,9,1,2,-6.0,-13.0,On-time,2006-11-25,8,10
2497,MKE,ORD,67.0,7,29,10,Autumn,2023-07-17 13:45:00,825,Afternoon,45.0,1430,MQ,5,11,16,20,2,4,-9.0,-20.0,On-time,2006-10-29,13,14
2498,DFW,LIT,304.0,2,27,6,Summer,2023-07-17 07:27:00,447,Morning,68.0,0835,MQ,7,3,10,15,1,1,8.0,5.0,Slightly delayed,2006-06-27,7,8
2499,SFO,BOS,2704.0,3,11,1,Winter,2023-07-17 08:40:00,520,Morning,339.0,1719,UA,4,6,10,10,1,2,-2.0,20.0,Moderately delayed,2006-01-11,8,17
2500,BOS,JFK,187.0,3,27,12,Winter,2023-07-17 15:45:00,945,Afternoon,75.0,1700,B6,6,4,10,19,1,1,104.0,128.0,Excessively delayed,2006-12-27,15,17
2501,SFO,ATL,2139.0,1,20,3,Spring,2023-07-17 13:59:00,839,Afternoon,268.0,2127,DL,4,5,9,19,2,4,105.0,137.0,Excessively delayed,2006-03-20,13,21
2502,LGB,SLC,589.0,7,16,7,Summer,2023-07-17 17:10:00,1030,Afternoon,110.0,2000,OO,5,4,9,13,1,3,2.0,3.0,Slightly delayed,2006-07-16,17,20
2503,RNO,SFO,192.0,1,16,10,Autumn,2023-07-17 16:27:00,987,Afternoon,73.0,1740,OO,3,4,7,8,1,1,0.0,-7.0,On-time,2006-10-16,16,17
2504,PHX,MEM,1263.0,4,29,6,Summer,2023-07-17 12:20:00,740,Afternoon,184.0,1724,NW,3,4,7,13,4,1,16.0,19.0,Moderately delayed,2006-06-29,12,17
2505,PHL,RDU,336.0,1,20,2,Winter,2023-07-17 07:15:00,435,Morning,90.0,0845,WN,4,3,7,18,2,1,0.0,-16.0,On-time,2006-02-20,7,8
2506,ATL,DCA,547.0,7,9,7,Summer,2023-07-17 21:30:00,1290,Evening,104.0,2314,DL,5,3,8,14,3,1,3.0,-2.0,On-time,2006-07-09,21,23
2507,EWR,LAS,2227.0,7,16,4,Spring,2023-07-17 09:10:00,550,Morning,337.0,1147,CO,3,4,7,11,1,1,-1.0,-4.0,On-time,2006-04-16,9,11
2508,CVG,DFW,812.0,5,11,8,Summer,2023-07-17 12:35:00,755,Afternoon,138.0,1353,DL,4,7,11,15,1,2,-4.0,22.0,Moderately delayed,2006-08-11,12,13
2509,CLE,LGA,418.0,4,24,8,Summer,2023-07-17 06:20:00,380,Morning,89.0,0749,MQ,4,3,7,16,1,1,-11.0,-15.0,On-time,2006-08-24,6,7
2510,PVD,PHL,238.0,4,3,8,Summer,2023-07-17 16:15:00,975,Afternoon,80.0,1735,WN,2,4,6,9,1,1,68.0,64.0,Excessively delayed,2006-08-03,16,17
2511,LAX,FAT,209.0,2,19,9,Autumn,2023-07-17 18:55:00,1135,Evening,80.0,2015,MQ,4,2,6,13,4,1,-4.0,-14.0,On-time,2006-09-19,18,20
2512,SFO,DTW,2079.0,2,21,2,Winter,2023-07-17 12:40:00,760,Afternoon,279.0,2019,NW,4,6,10,20,1,2,-5.0,-23.0,On-time,2006-02-21,12,20
2513,MSY,JFK,1182.0,6,25,2,Winter,2023-07-17 17:45:00,1065,Afternoon,165.0,2130,B6,3,4,7,8,1,1,26.0,18.0,Moderately delayed,2006-02-25,17,21
2514,ANC,FAI,261.0,1,6,2,Winter,2023-07-17 19:41:00,1181,Evening,53.0,2034,AS,3,4,7,16,1,1,-10.0,-16.0,On-time,2006-02-06,19,20
2515,ABQ,LAS,487.0,1,16,10,Autumn,2023-07-17 10:30:00,630,Morning,90.0,1100,WN,4,4,8,8,1,1,-4.0,-4.0,On-time,2006-10-16,10,11
2516,LAX,SAN,109.0,5,9,6,Summer,2023-07-17 14:28:00,868,Afternoon,48.0,1516,OO,4,1,5,14,1,2,0.0,-1.0,On-time,2006-06-09,14,15
2517,PHX,TUS,110.0,7,30,4,Spring,2023-07-17 20:00:00,1200,Evening,43.0,2043,UA,3,3,6,7,2,1,-7.0,-14.0,On-time,2006-04-30,20,20
2518,SLC,BOI,291.0,6,22,4,Spring,2023-07-17 09:50:00,590,Morning,68.0,1058,OO,4,3,7,15,1,1,-3.0,-8.0,On-time,2006-04-22,9,10
2519,JFK,SYR,209.0,4,3,8,Summer,2023-07-17 15:30:00,930,Afternoon,70.0,1640,B6,4,3,7,9,2,1,36.0,164.0,Excessively delayed,2006-08-03,15,16
2520,AUS,ORD,978.0,2,14,3,Spring,2023-07-17 18:37:00,1117,Evening,153.0,2110,AA,2,11,13,11,1,2,112.0,100.0,Excessively delayed,2006-03-14,18,21
2521,HOU,STL,687.0,7,26,2,Winter,2023-07-17 17:05:00,1025,Afternoon,110.0,1855,WN,4,4,8,13,1,1,0.0,9.0,Slightly delayed,2006-02-26,17,18
2522,CMH,DFW,927.0,5,12,5,Spring,2023-07-17 08:35:00,515,Morning,157.0,1012,AA,2,7,9,12,1,2,-3.0,-11.0,On-time,2006-05-12,8,10
2523,BHM,MCO,478.0,5,17,2,Winter,2023-07-17 15:50:00,950,Afternoon,85.0,1815,WN,2,4,6,17,1,1,27.0,22.0,Moderately delayed,2006-02-17,15,18
2524,JFK,ROC,264.0,2,26,9,Autumn,2023-07-17 09:35:00,575,Morning,76.0,1051,OH,4,3,7,13,1,1,105.0,117.0,Excessively delayed,2006-09-26,9,10
2525,ORD,SEA,1721.0,4,30,11,Autumn,2023-07-17 15:22:00,922,Afternoon,290.0,1812,AS,11,4,15,12,1,1,11.0,8.0,Slightly delayed,2006-11-30,15,18
2526,DEN,EWR,1605.0,4,6,7,Summer,2023-07-17 10:50:00,650,Morning,244.0,1654,CO,6,3,9,13,3,1,-3.0,-12.0,On-time,2006-07-06,10,16
2527,CLE,ORD,316.0,5,11,8,Summer,2023-07-17 18:50:00,1130,Evening,86.0,1916,XE,4,11,15,15,2,2,-10.0,-3.0,On-time,2006-08-11,18,19
2528,SEA,SMF,605.0,7,19,3,Spring,2023-07-17 13:13:00,793,Afternoon,102.0,1455,AS,4,2,6,14,1,1,-12.0,-18.0,On-time,2006-03-19,13,14
2529,MCO,BWI,787.0,6,15,7,Summer,2023-07-17 13:40:00,820,Afternoon,135.0,1555,WN,4,4,8,10,1,2,5.0,0.0,On-time,2006-07-15,13,15
2530,SFO,IAD,2419.0,3,15,11,Autumn,2023-07-17 06:01:00,361,Morning,304.0,1405,UA,4,4,8,9,1,1,-1.0,-17.0,On-time,2006-11-15,6,14
2531,DCA,RDU,227.0,5,14,7,Summer,2023-07-17 09:57:00,597,Morning,63.0,1100,MQ,3,3,6,20,1,1,-8.0,-17.0,On-time,2006-07-14,9,11
2532,HOU,JAN,359.0,5,6,1,Winter,2023-07-17 16:15:00,975,Afternoon,70.0,1725,WN,4,2,6,13,1,1,10.0,5.0,Slightly delayed,2006-01-06,16,17
2533,FLL,ATL,581.0,6,24,6,Summer,2023-07-17 12:51:00,771,Afternoon,114.0,1445,FL,3,5,8,16,1,4,27.0,15.0,Slightly delayed,2006-06-24,12,14
2534,MCO,BDL,1050.0,4,20,4,Spring,2023-07-17 19:40:00,1180,Evening,160.0,2220,WN,4,3,7,14,1,1,40.0,45.0,Moderately delayed,2006-04-20,19,22
2535,BWI,RDU,255.0,5,17,2,Winter,2023-07-17 21:20:00,1280,Evening,65.0,2225,WN,4,3,7,17,2,1,30.0,30.0,Moderately delayed,2006-02-17,21,22
2536,MSP,ORD,334.0,1,1,5,Spring,2023-07-17 07:00:00,420,Morning,71.0,0811,NW,4,11,15,17,1,2,10.0,17.0,Moderately delayed,2006-05-01,7,8
2537,SJU,MCO,1189.0,7,31,12,Winter,2023-07-17 12:45:00,765,Afternoon,190.0,1455,B6,2,4,6,12,1,1,-3.0,-2.0,On-time,2006-12-31,12,14
2538,ORD,LAN,179.0,1,30,10,Autumn,2023-07-17 13:10:00,790,Afternoon,60.0,1510,YV,11,3,14,10,1,1,-11.0,-11.0,On-time,2006-10-30,13,15
2539,IAD,GSP,383.0,7,19,11,Autumn,2023-07-17 12:15:00,735,Afternoon,86.0,1341,YV,4,1,5,8,2,1,-3.0,-6.0,On-time,2006-11-19,12,13
2540,ORD,DFW,802.0,1,20,3,Spring,2023-07-17 09:55:00,595,Morning,152.0,1227,UA,11,7,18,19,1,3,-4.0,-4.0,On-time,2006-03-20,9,12
2541,BOS,LGA,185.0,3,6,9,Autumn,2023-07-17 13:30:00,810,Afternoon,59.0,1429,DL,6,3,9,13,1,3,6.0,31.0,Moderately delayed,2006-09-06,13,14
2542,LAS,LAX,236.0,2,16,5,Spring,2023-07-17 16:30:00,990,Afternoon,70.0,1740,WN,4,4,8,10,1,1,5.0,7.0,Slightly delayed,2006-05-16,16,17
2543,HNL,ITO,216.0,1,19,6,Summer,2023-07-17 07:40:00,460,Morning,51.0,0831,HA,6,2,8,18,1,1,-6.0,0.0,On-time,2006-06-19,7,8
2544,ORD,MSP,334.0,4,9,3,Spring,2023-07-17 10:00:00,600,Morning,82.0,1122,UA,11,4,15,18,2,1,-2.0,4.0,Slightly delayed,2006-03-09,10,11
2545,HOU,PHX,1020.0,3,15,2,Winter,2023-07-17 09:55:00,595,Morning,180.0,1155,WN,4,3,7,11,1,2,0.0,0.0,On-time,2006-02-15,9,11
2546,LGA,ATL,761.0,2,21,2,Winter,2023-07-17 13:05:00,785,Afternoon,152.0,1537,FL,3,5,8,20,2,6,40.0,55.0,Moderately delayed,2006-02-21,13,15
2547,DCA,ORD,612.0,3,23,8,Summer,2023-07-17 09:50:00,590,Morning,117.0,1047,UA,3,11,14,16,1,4,-6.0,-8.0,On-time,2006-08-23,9,10
2548,BOS,DEN,1754.0,3,23,8,Summer,2023-07-17 07:55:00,475,Morning,271.0,1026,UA,6,6,12,16,2,1,3.0,3.0,Slightly delayed,2006-08-23,7,10
2549,JFK,BUR,2465.0,4,3,8,Summer,2023-07-17 11:35:00,695,Morning,345.0,1420,B6,4,2,6,9,2,1,10.0,-2.0,On-time,2006-08-03,11,14
2550,PVD,DFW,1529.0,4,26,1,Winter,2023-07-17 07:09:00,429,Morning,258.0,1027,AA,2,7,9,6,1,1,-3.0,-24.0,On-time,2006-01-26,7,10
2551,DFW,BOS,1562.0,1,8,5,Spring,2023-07-17 14:15:00,855,Afternoon,222.0,1857,AA,7,6,13,10,1,1,13.0,12.0,Slightly delayed,2006-05-08,14,18
2552,LAX,SJC,308.0,7,3,12,Winter,2023-07-17 16:00:00,960,Afternoon,75.0,1715,MQ,4,3,7,7,1,1,0.0,-9.0,On-time,2006-12-03,16,17
2553,STL,MCO,880.0,7,30,7,Summer,2023-07-17 17:15:00,1035,Afternoon,140.0,2035,WN,4,4,8,17,1,2,15.0,9.0,Slightly delayed,2006-07-30,17,20
2554,OKC,SLC,866.0,1,18,12,Winter,2023-07-17 14:30:00,870,Afternoon,155.0,1605,OO,4,4,8,18,1,1,4.0,-15.0,On-time,2006-12-18,14,16
2555,CVG,RDU,390.0,1,14,8,Summer,2023-07-17 12:00:00,720,Afternoon,83.0,1323,OH,4,3,7,18,1,1,0.0,-6.0,On-time,2006-08-14,12,13
2556,JFK,FLL,1069.0,7,16,7,Summer,2023-07-17 21:20:00,1280,Evening,175.0,0015,B6,4,3,7,13,1,1,-3.0,-1.0,On-time,2006-07-16,21,0
