,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date
175,MSY,ATL,425.0,2,27,6,Summer,13:57:00,837,Afternoon,83.0,1620,FL,3,5,8,15,1,3,11.0,4.0,Slightly delayed,2006-06-27
176,ORD,DSM,299.0,3,5,4,Spring,14:55:00,895,Afternoon,75.0,1610,OO,11,2,13,13,2,2,16.0,18.0,Moderately delayed,2006-04-05
177,DCA,IAH,1208.0,3,19,7,Summer,06:15:00,375,Morning,188.0,823,CO,3,5,8,16,1,1,-9.0,-30.0,On-time,2006-07-19
178,PHL,BOS,280.0,4,26,10,Autumn,12:30:00,750,Afternoon,74.0,1344,US,4,6,10,18,1,1,-1.0,-6.0,On-time,2006-10-26
179,EWR,SJU,1608.0,3,4,10,Autumn,07:05:00,425,Morning,244.0,1109,CO,3,2,5,12,3,2,-6.0,-17.0,On-time,2006-10-04
180,TPA,MSY,487.0,7,12,2,Winter,14:35:00,875,Afternoon,105.0,1520,WN,3,3,6,10,3,1,20.0,10.0,Slightly delayed,2006-02-12
181,BHM,ORD,584.0,2,25,4,Spring,16:27:00,987,Afternoon,128.0,1835,OO,2,11,13,12,1,3,13.0,3.0,Slightly delayed,2006-04-25
182,DFW,ORD,802.0,6,16,9,Autumn,09:05:00,545,Morning,130.0,1115,AA,7,11,18,11,1,1,-3.0,-7.0,On-time,2006-09-16
183,STL,SFO,1736.0,7,10,12,Winter,09:15:00,555,Morning,255.0,1130,AA,4,4,8,10,1,1,-2.0,20.0,Moderately delayed,2006-12-10
184,LIH,HNL,102.0,3,8,3,Spring,20:00:00,1200,Evening,29.0,2029,HA,2,6,8,14,1,1,-3.0,-9.0,On-time,2006-03-08
185,MSP,SLC,991.0,3,21,6,Summer,17:45:00,1065,Afternoon,175.0,1940,EV,4,4,8,14,1,1,-12.0,-5.0,On-time,2006-06-21
186,STL,OKC,462.0,1,13,2,Winter,11:50:00,710,Morning,95.0,1325,WN,4,4,8,14,1,1,30.0,20.0,Moderately delayed,2006-02-13
187,SLC,SFO,599.0,4,18,5,Spring,08:55:00,535,Morning,122.0,957,UA,4,4,8,14,1,2,71.0,62.0,Excessively delayed,2006-05-18
188,LAS,LAX,236.0,4,2,11,Autumn,10:25:00,625,Morning,65.0,1130,MQ,4,4,8,15,3,3,-3.0,13.0,Slightly delayed,2006-11-02
189,LAX,JFK,2475.0,4,18,5,Spring,11:30:00,690,Morning,325.0,1955,AA,4,4,8,14,2,1,22.0,54.0,Moderately delayed,2006-05-18
190,HOU,FLL,957.0,4,20,7,Summer,20:25:00,1225,Evening,145.0,2350,WN,4,3,7,13,1,1,30.0,18.0,Moderately delayed,2006-07-20
191,ATL,DCA,547.0,5,20,1,Winter,20:10:00,1210,Evening,110.0,2200,FL,5,3,8,24,3,1,16.0,-5.0,On-time,2006-01-20
192,MCI,DFW,460.0,2,6,6,Summer,10:30:00,630,Morning,100.0,1210,AA,3,7,10,18,1,2,-4.0,-8.0,On-time,2006-06-06
193,FLL,DFW,1119.0,2,30,5,Spring,08:49:00,529,Morning,189.0,1058,AA,3,7,10,11,1,2,-1.0,-1.0,On-time,2006-05-30
194,MCI,LAX,1363.0,2,15,8,Summer,11:05:00,665,Morning,205.0,1230,WN,3,4,7,8,1,1,5.0,8.0,Slightly delayed,2006-08-15
195,JFK,JAX,829.0,4,31,8,Summer,13:30:00,810,Afternoon,160.0,1610,B6,4,2,6,11,2,1,28.0,7.0,Slightly delayed,2006-08-31
196,ORD,IAH,925.0,1,3,7,Summer,08:05:00,485,Morning,156.0,1041,UA,11,5,16,11,2,1,4.0,31.0,Moderately delayed,2006-07-03
197,LBB,DFW,282.0,4,9,11,Autumn,19:05:00,1145,Evening,65.0,2010,MQ,3,7,10,16,1,1,-1.0,-9.0,On-time,2006-11-09
198,DFW,GRR,931.0,6,23,12,Winter,08:50:00,530,Morning,150.0,1220,MQ,7,3,10,12,2,1,0.0,-18.0,On-time,2006-12-23
199,CLE,ORD,316.0,7,1,1,Winter,10:09:00,609,Morning,95.0,1044,UA,4,11,15,13,1,2,-9.0,-7.0,On-time,2006-01-01
200,LGA,BHM,866.0,3,25,10,Autumn,09:45:00,585,Morning,164.0,1129,OH,3,2,5,15,1,1,-7.0,-7.0,On-time,2006-10-25
201,ATL,PIT,526.0,2,31,1,Winter,22:59:00,1379,Evening,98.0,37,FL,5,4,9,16,2,1,-8.0,-10.0,On-time,2006-01-31
202,PHX,SBP,509.0,7,5,3,Spring,11:05:00,665,Morning,106.0,1151,YV,3,2,5,10,1,1,28.0,27.0,Moderately delayed,2006-03-05
203,CLE,ORF,435.0,6,15,4,Spring,17:55:00,1075,Afternoon,88.0,1923,XE,4,2,6,11,1,1,-9.0,-19.0,On-time,2006-04-15
204,IAD,ORD,589.0,5,14,7,Summer,19:40:00,1180,Evening,125.0,2045,UA,4,11,15,20,2,6,110.0,99.0,Excessively delayed,2006-07-14
205,LGA,BOS,185.0,2,24,1,Winter,15:30:00,930,Afternoon,67.0,1637,DL,3,6,9,14,2,1,-2.0,-2.0,On-time,2006-01-24
206,HOU,OKC,419.0,7,28,5,Spring,17:30:00,1050,Afternoon,75.0,1845,WN,4,4,8,6,1,1,40.0,36.0,Moderately delayed,2006-05-28
207,GRR,DTW,120.0,2,10,1,Winter,15:00:00,900,Afternoon,56.0,1556,NW,3,6,9,9,1,2,-7.0,-11.0,On-time,2006-01-10
208,STL,ATL,483.0,3,27,12,Winter,10:46:00,646,Morning,97.0,1323,EV,4,5,9,19,1,3,4.0,-8.0,On-time,2006-12-27
209,DTW,MSP,528.0,4,22,6,Summer,08:45:00,525,Morning,114.0,939,NW,6,4,10,16,1,2,-2.0,-8.0,On-time,2006-06-22
210,DFW,ORD,802.0,1,14,8,Summer,09:45:00,585,Morning,135.0,1200,UA,7,11,18,18,2,3,-8.0,30.0,Moderately delayed,2006-08-14
211,PHX,OAK,646.0,6,25,11,Autumn,13:25:00,805,Afternoon,125.0,1430,WN,3,4,7,9,2,2,-1.0,-11.0,On-time,2006-11-25
212,SAN,OAK,446.0,6,23,9,Autumn,06:40:00,400,Morning,85.0,805,WN,1,4,5,13,1,1,-2.0,-4.0,On-time,2006-09-23
213,AUS,ORD,978.0,5,20,1,Winter,06:48:00,408,Morning,157.0,925,YV,2,11,13,24,1,4,0.0,-19.0,On-time,2006-01-20
214,PIT,MDW,402.0,5,4,8,Summer,19:25:00,1165,Evening,80.0,1945,WN,4,5,9,17,1,2,56.0,46.0,Moderately delayed,2006-08-04
215,BTR,IAH,253.0,4,2,2,Winter,05:45:00,345,Night,70.0,655,XE,3,5,8,15,1,3,-10.0,-5.0,On-time,2006-02-02
216,ATL,ORF,516.0,1,24,7,Summer,07:50:00,470,Morning,93.0,923,DL,5,2,7,15,2,1,30.0,29.0,Moderately delayed,2006-07-24
217,LIH,HNL,102.0,2,19,9,Autumn,17:40:00,1060,Afternoon,29.0,1809,HA,2,6,8,13,1,1,-6.0,-5.0,On-time,2006-09-19
218,SJC,LAX,308.0,5,25,8,Summer,06:14:00,374,Morning,74.0,728,MQ,3,4,7,13,1,4,-4.0,-2.0,On-time,2006-08-25
219,PIT,CVG,256.0,4,30,3,Spring,14:10:00,850,Afternoon,80.0,1530,OH,4,4,8,12,1,2,0.0,-16.0,On-time,2006-03-30
220,ORD,IAD,589.0,1,5,6,Summer,17:50:00,1070,Afternoon,116.0,2046,UA,11,4,15,9,1,1,42.0,12.0,Slightly delayed,2006-06-05
221,PDX,SJC,569.0,1,6,2,Winter,12:40:00,760,Afternoon,106.0,1426,AS,3,3,6,16,1,2,-9.0,-13.0,On-time,2006-02-06
222,FAT,LAX,209.0,7,12,3,Spring,06:58:00,418,Morning,73.0,811,MQ,2,4,6,9,1,1,-3.0,-7.0,On-time,2006-03-12
223,DAL,MCI,461.0,7,5,11,Autumn,11:15:00,675,Morning,85.0,1240,WN,3,3,6,14,2,2,4.0,0.0,On-time,2006-11-05
224,DCA,ORD,612.0,3,6,9,Autumn,10:45:00,645,Morning,120.0,1145,UA,3,11,14,13,2,4,5.0,3.0,Slightly delayed,2006-09-06
225,IAH,LGA,1416.0,5,27,1,Winter,14:30:00,870,Afternoon,210.0,1900,CO,5,3,8,10,2,3,-3.0,8.0,Slightly delayed,2006-01-27
226,MCO,PHL,861.0,7,9,4,Spring,17:23:00,1043,Afternoon,142.0,1945,FL,4,4,8,13,1,1,-8.0,-1.0,On-time,2006-04-09
227,LAX,SFO,337.0,5,28,7,Summer,20:20:00,1220,Evening,76.0,2136,UA,4,4,8,13,2,1,-6.0,-15.0,On-time,2006-07-28
228,SLC,BOI,291.0,4,9,3,Spring,11:20:00,680,Morning,69.0,1229,DL,4,3,7,18,1,1,3.0,3.0,Slightly delayed,2006-03-09
229,OGG,SEA,2640.0,4,9,3,Spring,15:30:00,930,Afternoon,320.0,2250,HA,2,4,6,18,1,1,3.0,6.0,Slightly delayed,2006-03-09
230,CVG,JAN,555.0,3,25,10,Autumn,09:30:00,570,Morning,108.0,1018,OH,4,2,6,15,1,1,-2.0,14.0,Slightly delayed,2006-10-25
231,MIA,IAH,964.0,1,10,4,Spring,18:00:00,1080,Evening,161.0,1941,CO,4,5,9,23,2,3,5.0,8.0,Slightly delayed,2006-04-10
232,TPA,RDU,587.0,6,14,1,Winter,11:40:00,700,Morning,105.0,1325,WN,3,3,6,12,1,2,5.0,7.0,Slightly delayed,2006-01-14
233,SJU,MIA,1045.0,5,20,1,Winter,18:32:00,1112,Evening,171.0,2023,AA,2,4,6,24,1,1,-2.0,-7.0,On-time,2006-01-20
234,PHL,ATL,665.0,1,20,3,Spring,06:10:00,370,Morning,130.0,820,FL,4,5,9,19,1,4,-7.0,-8.0,On-time,2006-03-20
235,BWI,EWR,169.0,3,8,3,Spring,10:20:00,620,Morning,59.0,1119,XE,4,3,7,14,1,2,-8.0,-15.0,On-time,2006-03-08
236,IAH,BNA,657.0,3,22,2,Winter,15:35:00,935,Afternoon,115.0,1730,XE,5,4,9,20,1,1,51.0,37.0,Moderately delayed,2006-02-22
237,BWI,DEN,1491.0,4,2,2,Winter,16:50:00,1010,Afternoon,245.0,1855,F9,4,6,10,15,1,2,-4.0,-19.0,On-time,2006-02-02
238,PHX,JFK,2153.0,1,26,6,Summer,15:10:00,910,Afternoon,295.0,2305,US,3,4,7,15,4,2,97.0,121.0,Excessively delayed,2006-06-26
239,PHX,OAK,646.0,3,3,5,Spring,16:05:00,965,Afternoon,120.0,1805,WN,3,4,7,16,3,2,13.0,0.0,On-time,2006-05-03
240,EWR,BWI,169.0,7,5,11,Autumn,11:30:00,690,Morning,77.0,1247,XE,3,4,7,14,1,1,-4.0,-18.0,On-time,2006-11-05
241,IND,MDW,162.0,3,1,11,Autumn,15:55:00,955,Afternoon,55.0,1550,WN,3,5,8,11,2,2,1.0,-9.0,On-time,2006-11-01
242,DFW,AMA,313.0,4,13,7,Summer,13:45:00,825,Afternoon,70.0,1455,MQ,7,2,9,6,1,1,-1.0,-9.0,On-time,2006-07-13
243,ATL,SFO,2139.0,7,12,11,Autumn,07:52:00,472,Morning,323.0,1015,UA,5,4,9,11,1,4,-1.0,-16.0,On-time,2006-11-12
244,CVG,PDX,1975.0,5,23,6,Summer,08:35:00,515,Morning,276.0,1011,DL,4,3,7,15,3,2,-1.0,15.0,Slightly delayed,2006-06-23
245,SLC,MSO,436.0,1,5,6,Summer,09:35:00,575,Morning,89.0,1104,OO,4,2,6,9,1,1,-2.0,-11.0,On-time,2006-06-05
246,DFW,IAH,224.0,6,23,12,Winter,20:30:00,1230,Evening,65.0,2135,AA,7,5,12,12,2,1,64.0,63.0,Excessively delayed,2006-12-23
247,MRY,LAX,267.0,7,5,11,Autumn,11:05:00,665,Morning,85.0,1230,MQ,2,4,6,14,1,1,0.0,9.0,Slightly delayed,2006-11-05
248,LAX,PHX,370.0,3,8,11,Autumn,20:10:00,1210,Evening,70.0,2220,WN,4,3,7,12,2,2,-1.0,-2.0,On-time,2006-11-08
249,MSN,CVG,373.0,2,21,11,Autumn,16:06:00,966,Afternoon,84.0,1830,OH,3,4,7,16,1,1,-6.0,-16.0,On-time,2006-11-21
250,ATL,TUL,674.0,2,27,6,Summer,21:35:00,1295,Evening,120.0,2235,EV,5,3,8,15,3,1,50.0,41.0,Moderately delayed,2006-06-27
251,DFW,SLC,988.0,4,6,4,Spring,08:20:00,500,Morning,186.0,1026,DL,7,4,11,16,2,1,1.0,18.0,Moderately delayed,2006-04-06
252,PHL,PIT,267.0,5,28,4,Spring,08:40:00,520,Morning,80.0,1000,WN,4,4,8,12,1,1,0.0,4.0,Slightly delayed,2006-04-28
253,EWR,CHS,628.0,6,22,4,Spring,09:25:00,565,Morning,130.0,1135,XE,3,2,5,15,1,1,20.0,39.0,Moderately delayed,2006-04-22
254,DEN,MSP,680.0,3,22,2,Winter,06:25:00,385,Morning,117.0,922,NW,6,4,10,20,2,2,-6.0,-20.0,On-time,2006-02-22
255,SLC,SAT,1086.0,4,2,3,Spring,19:19:00,1159,Evening,163.0,2302,EV,4,3,7,10,1,1,-9.0,-12.0,On-time,2006-03-02
256,DFW,CLE,1021.0,2,5,12,Winter,08:35:00,515,Morning,150.0,1205,MQ,7,4,11,11,1,1,-1.0,-1.0,On-time,2006-12-05
257,DCA,DTW,405.0,2,15,8,Summer,06:30:00,390,Morning,92.0,802,NW,3,6,9,8,1,1,-1.0,-8.0,On-time,2006-08-15
258,TPA,CAK,894.0,3,27,9,Autumn,12:36:00,756,Afternoon,132.0,1448,FL,3,3,6,4,1,1,-10.0,-16.0,On-time,2006-09-27
259,ORD,AZO,122.0,5,7,7,Summer,18:05:00,1085,Evening,53.0,1958,OO,11,3,14,13,3,1,4.0,21.0,Moderately delayed,2006-07-07
260,LAX,BNA,1797.0,7,19,2,Winter,08:10:00,490,Morning,225.0,1355,WN,4,4,8,12,2,1,0.0,-35.0,On-time,2006-02-19
261,DFW,LAX,1235.0,4,9,3,Spring,14:00:00,840,Afternoon,201.0,1521,AA,7,4,11,18,2,1,22.0,46.0,Moderately delayed,2006-03-09
262,GSP,CVG,317.0,1,13,2,Winter,18:05:00,1085,Evening,83.0,1928,OH,1,4,5,14,1,2,-10.0,-6.0,On-time,2006-02-13
263,BNA,TPA,612.0,6,29,7,Summer,10:20:00,620,Morning,100.0,1300,WN,4,3,7,10,1,1,-3.0,-9.0,On-time,2006-07-29
264,HNL,LAX,2556.0,5,24,2,Winter,13:00:00,780,Afternoon,312.0,2012,TZ,6,4,10,13,1,3,96.0,96.0,Excessively delayed,2006-02-24
265,MSP,SEA,1399.0,3,13,12,Winter,11:45:00,705,Morning,219.0,1324,NW,4,4,8,7,1,1,14.0,53.0,Moderately delayed,2006-12-13
266,ATL,JAN,341.0,3,7,6,Summer,17:43:00,1063,Afternoon,84.0,1807,DL,5,2,7,16,2,1,17.0,13.0,Slightly delayed,2006-06-07
267,SEA,PHX,1107.0,4,29,6,Summer,15:30:00,930,Afternoon,175.0,1825,WN,4,3,7,13,1,4,18.0,35.0,Moderately delayed,2006-06-29
268,SFO,IAH,1635.0,2,14,3,Spring,14:35:00,875,Afternoon,225.0,2020,CO,4,5,9,11,3,2,11.0,8.0,Slightly delayed,2006-03-14
269,ICT,ORD,588.0,5,3,2,Winter,06:03:00,363,Morning,107.0,750,OO,3,11,14,13,1,2,13.0,9.0,Slightly delayed,2006-02-03
270,LAS,BWI,2106.0,5,23,6,Summer,11:49:00,709,Morning,282.0,1931,US,4,4,8,15,1,1,46.0,41.0,Moderately delayed,2006-06-23
271,LAX,DFW,1235.0,2,20,6,Summer,19:05:00,1145,Evening,188.0,13,UA,4,7,11,25,3,5,63.0,39.0,Moderately delayed,2006-06-20
272,LAX,DFW,1235.0,5,21,7,Summer,00:15:00,15,Night,173.0,508,AA,4,7,11,14,3,3,59.0,59.0,Moderately delayed,2006-07-21
273,OGG,OAK,2349.0,1,11,9,Autumn,10:30:00,630,Morning,289.0,1819,TZ,2,4,6,14,1,1,-6.0,-10.0,On-time,2006-09-11
274,DFW,ACT,89.0,3,9,8,Summer,16:02:00,962,Afternoon,51.0,1653,MQ,7,2,9,11,1,1,9.0,-1.0,On-time,2006-08-09
275,ORD,CLT,599.0,5,24,3,Spring,07:30:00,450,Morning,107.0,1017,US,11,4,15,11,2,1,0.0,7.0,Slightly delayed,2006-03-24
276,PBI,LGA,1035.0,1,13,3,Spring,11:15:00,675,Morning,165.0,1400,B6,3,3,6,16,1,1,92.0,105.0,Excessively delayed,2006-03-13
277,LGA,DFW,1389.0,4,23,11,Autumn,14:25:00,865,Afternoon,245.0,1730,AA,3,7,10,17,1,2,19.0,-28.0,On-time,2006-11-23
278,SNA,STL,1570.0,5,1,12,Winter,10:10:00,610,Morning,205.0,1535,AA,2,4,6,9,2,1,-4.0,-14.0,On-time,2006-12-01
279,LAX,SAN,109.0,2,28,3,Spring,15:00:00,900,Afternoon,60.0,1600,MQ,4,1,5,14,2,1,0.0,-2.0,On-time,2006-03-28
280,ORD,OMA,416.0,7,30,7,Summer,08:30:00,510,Morning,88.0,958,MQ,11,3,14,17,4,1,1.0,-6.0,On-time,2006-07-30
281,ORD,PHL,678.0,1,10,4,Spring,10:19:00,619,Morning,118.0,1317,AA,11,4,15,23,3,1,-5.0,-9.0,On-time,2006-04-10
282,PDX,PHX,1009.0,2,24,1,Winter,05:35:00,335,Night,149.0,904,US,3,3,6,14,1,1,-1.0,17.0,Moderately delayed,2006-01-24
283,MCO,ATL,403.0,6,13,5,Spring,20:55:00,1255,Evening,85.0,2220,FL,4,5,9,10,1,1,-4.0,6.0,Slightly delayed,2006-05-13
284,ORD,BOS,867.0,5,14,7,Summer,09:15:00,555,Morning,136.0,1231,UA,11,6,17,20,6,3,-3.0,-1.0,On-time,2006-07-14
285,TPA,SLC,1887.0,4,28,9,Autumn,08:15:00,495,Morning,272.0,1047,DL,3,4,7,13,1,1,-4.0,7.0,Slightly delayed,2006-09-28
286,AUS,HOU,148.0,7,22,10,Autumn,18:50:00,1130,Evening,45.0,1935,WN,2,4,6,17,1,1,88.0,83.0,Excessively delayed,2006-10-22
287,DAY,ATL,432.0,3,24,5,Spring,12:05:00,725,Afternoon,91.0,1336,EV,3,5,8,10,1,1,5.0,9.0,Slightly delayed,2006-05-24
288,STL,DTW,440.0,2,27,6,Summer,13:41:00,821,Afternoon,103.0,1624,NW,4,6,10,15,1,1,4.0,39.0,Moderately delayed,2006-06-27
289,GRR,MEM,591.0,2,11,4,Spring,07:35:00,455,Morning,109.0,824,NW,3,4,7,12,1,1,-5.0,-19.0,On-time,2006-04-11
290,MCO,PHL,861.0,2,24,10,Autumn,08:50:00,530,Morning,145.0,1115,WN,4,4,8,14,2,1,-5.0,-13.0,On-time,2006-10-24
291,ATL,BWI,576.0,2,8,8,Summer,07:00:00,420,Morning,101.0,841,DL,5,4,9,16,3,2,-1.0,3.0,Slightly delayed,2006-08-08
292,SNA,DEN,846.0,4,23,11,Autumn,11:30:00,690,Morning,131.0,1441,UA,2,6,8,17,2,4,-7.0,-19.0,On-time,2006-11-23
293,LBB,DAL,293.0,3,11,10,Autumn,20:15:00,1215,Evening,60.0,2115,WN,3,3,6,10,1,1,-6.0,-11.0,On-time,2006-10-11
294,IND,EWR,644.0,4,25,5,Spring,11:25:00,685,Morning,115.0,1320,XE,3,3,6,10,1,1,-2.0,0.0,On-time,2006-05-25
295,EWR,ORD,719.0,2,18,7,Summer,13:45:00,825,Afternoon,149.0,1514,CO,3,11,14,10,2,2,-5.0,-10.0,On-time,2006-07-18
296,DEN,SGF,637.0,3,13,12,Winter,15:29:00,929,Afternoon,97.0,1806,OO,6,2,8,7,1,1,0.0,-5.0,On-time,2006-12-13
297,LAX,SJC,308.0,1,30,1,Winter,07:45:00,465,Morning,65.0,850,WN,4,3,7,18,1,1,0.0,-2.0,On-time,2006-01-30
298,LAX,PHX,370.0,6,11,11,Autumn,09:35:00,575,Morning,81.0,1156,US,4,3,7,11,1,3,2.0,1.0,Slightly delayed,2006-11-11
299,SHV,DFW,190.0,2,19,9,Autumn,19:25:00,1165,Evening,75.0,2040,MQ,2,7,9,13,1,3,-5.0,-14.0,On-time,2006-09-19
300,DEN,PDX,992.0,6,18,2,Winter,14:27:00,867,Afternoon,160.0,1607,UA,6,3,9,4,1,1,1.0,3.0,Slightly delayed,2006-02-18
301,ONT,LAS,197.0,5,18,8,Summer,14:05:00,845,Afternoon,55.0,1500,WN,2,4,6,10,1,3,3.0,9.0,Slightly delayed,2006-08-18
302,TUL,DFW,237.0,6,6,5,Spring,12:11:00,731,Afternoon,62.0,1313,MQ,3,7,10,11,1,2,16.0,20.0,Moderately delayed,2006-05-06
303,GPT,IAH,376.0,2,1,8,Summer,12:21:00,741,Afternoon,84.0,1345,XE,3,5,8,16,1,2,-9.0,2.0,Slightly delayed,2006-08-01
304,CVG,SAN,1865.0,2,18,4,Spring,08:30:00,510,Morning,287.0,1017,DL,4,1,5,9,1,1,-5.0,-6.0,On-time,2006-04-18
305,DTW,BNA,457.0,4,21,12,Winter,08:59:00,539,Morning,96.0,935,NW,6,4,10,10,1,1,-4.0,-4.0,On-time,2006-12-21
306,ANC,DFW,3043.0,2,6,6,Summer,21:50:00,1310,Evening,374.0,704,AA,3,7,10,18,1,2,-6.0,2.0,Slightly delayed,2006-06-06
307,JFK,MSP,1028.0,4,10,8,Summer,11:22:00,682,Morning,189.0,1331,NW,4,4,8,11,2,1,0.0,4.0,Slightly delayed,2006-08-10
308,LAS,LAX,236.0,3,22,2,Winter,07:00:00,420,Morning,70.0,810,US,4,4,8,20,1,5,0.0,-9.0,On-time,2006-02-22
309,ORD,RDU,647.0,6,24,6,Summer,15:55:00,955,Afternoon,130.0,1905,YV,11,3,14,16,2,1,291.0,289.0,Excessively delayed,2006-06-24
310,DFW,RNO,1345.0,6,10,6,Summer,12:30:00,750,Afternoon,211.0,1401,AA,7,3,10,10,3,1,-7.0,-18.0,On-time,2006-06-10
311,ATL,AVL,164.0,6,1,4,Spring,14:28:00,868,Afternoon,67.0,1535,EV,5,1,6,14,2,1,0.0,-5.0,On-time,2006-04-01
312,BDL,PHL,196.0,4,23,11,Autumn,12:30:00,750,Afternoon,75.0,1345,WN,3,4,7,17,1,1,74.0,83.0,Excessively delayed,2006-11-23
313,MDW,CMH,284.0,1,16,10,Autumn,20:45:00,1245,Evening,60.0,2245,WN,5,2,7,8,2,1,1.0,-1.0,On-time,2006-10-16
314,SAT,ATL,874.0,7,11,6,Summer,17:40:00,1060,Afternoon,146.0,2106,EV,3,5,8,10,1,1,0.0,-16.0,On-time,2006-06-11
315,SLC,TWF,175.0,1,3,4,Spring,17:00:00,1020,Afternoon,59.0,1759,OO,4,2,6,18,1,1,-7.0,10.0,Slightly delayed,2006-04-03
316,SDF,IAH,788.0,1,17,7,Summer,09:20:00,560,Morning,141.0,1041,XE,3,5,8,15,1,1,8.0,16.0,Moderately delayed,2006-07-17
317,PHX,ONT,325.0,4,29,6,Summer,21:15:00,1275,Evening,65.0,2220,WN,3,2,5,13,4,1,10.0,14.0,Slightly delayed,2006-06-29
318,DFW,SAT,247.0,5,21,7,Summer,21:24:00,1284,Evening,58.0,2222,AA,7,3,10,14,3,2,40.0,32.0,Moderately delayed,2006-07-21
319,GPT,IAH,376.0,7,2,4,Spring,12:20:00,740,Afternoon,85.0,1345,XE,3,5,8,14,1,3,25.0,23.0,Moderately delayed,2006-04-02
320,BOS,PHL,280.0,3,25,1,Winter,17:00:00,1020,Afternoon,91.0,1831,US,6,4,10,10,1,2,1.0,-7.0,On-time,2006-01-25
321,IAH,BHM,562.0,3,13,12,Winter,15:49:00,949,Afternoon,102.0,1731,XE,5,2,7,7,2,1,-1.0,-7.0,On-time,2006-12-13
322,DAL,HOU,239.0,3,5,4,Spring,21:00:00,1260,Evening,55.0,2155,WN,3,4,7,13,1,1,5.0,7.0,Slightly delayed,2006-04-05
323,CLE,ORD,316.0,7,5,2,Winter,09:37:00,577,Morning,98.0,1015,UA,4,11,15,10,2,1,9.0,-6.0,On-time,2006-02-05
324,TPA,LGA,1011.0,5,29,12,Winter,19:20:00,1160,Evening,160.0,2200,AA,3,3,6,11,2,3,130.0,111.0,Excessively delayed,2006-12-29
325,HOU,PHX,1020.0,4,30,3,Spring,18:50:00,1130,Evening,170.0,2040,WN,4,3,7,12,1,2,30.0,20.0,Moderately delayed,2006-03-30
326,MCO,MKE,1066.0,5,11,8,Summer,15:21:00,921,Afternoon,168.0,1709,FL,4,5,9,15,1,1,-6.0,6.0,Slightly delayed,2006-08-11
327,CLT,MIA,650.0,2,4,4,Spring,08:10:00,490,Morning,118.0,1008,US,4,4,8,10,2,1,-4.0,6.0,Slightly delayed,2006-04-04
328,SAV,CVG,515.0,6,4,2,Winter,05:38:00,338,Night,107.0,725,OH,2,4,6,12,1,1,0.0,-7.0,On-time,2006-02-04
329,LAX,OAK,337.0,5,8,9,Autumn,12:00:00,720,Afternoon,70.0,1310,WN,4,4,8,8,1,1,-2.0,-8.0,On-time,2006-09-08
330,IAD,ATL,533.0,4,1,6,Summer,08:35:00,515,Morning,117.0,1032,YV,4,5,9,13,1,3,87.0,70.0,Excessively delayed,2006-06-01
331,SEA,LAS,866.0,3,22,3,Spring,17:45:00,1065,Afternoon,145.0,2010,WN,4,4,8,11,1,1,0.0,-6.0,On-time,2006-03-22
332,BWI,HOU,1246.0,4,21,12,Winter,08:15:00,495,Morning,220.0,1055,WN,4,4,8,10,1,1,2.0,-6.0,On-time,2006-12-21
333,IAH,TUL,429.0,3,18,10,Autumn,19:30:00,1170,Evening,93.0,2103,XE,5,3,8,12,1,1,300.0,294.0,Excessively delayed,2006-10-18
334,IND,MSP,503.0,1,22,5,Spring,18:58:00,1138,Evening,114.0,1952,NW,3,4,7,16,1,2,12.0,20.0,Moderately delayed,2006-05-22
335,JFK,LAX,2475.0,5,17,11,Autumn,06:55:00,415,Morning,381.0,1016,UA,4,4,8,18,1,2,-2.0,-5.0,On-time,2006-11-17
336,SEA,MSP,1399.0,4,14,12,Winter,15:11:00,911,Afternoon,198.0,2029,NW,4,4,8,6,1,1,72.0,55.0,Moderately delayed,2006-12-14
337,ORF,BWI,159.0,4,4,5,Spring,14:25:00,865,Afternoon,50.0,1515,WN,2,4,6,16,1,2,8.0,5.0,Slightly delayed,2006-05-04
338,MDW,BWI,611.0,7,29,10,Autumn,06:00:00,360,Morning,105.0,845,WN,5,4,9,20,1,2,15.0,-3.0,On-time,2006-10-29
339,DFW,LAX,1235.0,6,24,6,Summer,20:40:00,1240,Evening,185.0,2145,UA,7,4,11,16,1,3,-2.0,-10.0,On-time,2006-06-24
340,DEN,BNA,1013.0,1,2,1,Winter,13:01:00,781,Afternoon,144.0,1625,OO,6,4,10,12,1,1,7.0,-2.0,On-time,2006-01-02
341,HNL,OGG,100.0,4,6,7,Summer,12:25:00,745,Afternoon,37.0,1302,HA,6,2,8,13,1,1,-4.0,-4.0,On-time,2006-07-06
342,SMF,ONT,389.0,5,28,7,Summer,20:35:00,1235,Evening,75.0,2150,WN,2,2,4,13,1,1,27.0,21.0,Moderately delayed,2006-07-28
343,TPA,DEN,1506.0,7,14,5,Spring,16:15:00,975,Afternoon,220.0,1755,UA,3,6,9,16,1,3,-11.0,6.0,Slightly delayed,2006-05-14
344,CLT,CMH,346.0,5,17,11,Autumn,19:25:00,1165,Evening,86.0,2051,YV,4,2,6,18,2,1,15.0,14.0,Slightly delayed,2006-11-17
